page_id	source_id	order_key	printed_page	pdf_page	section	page_kind	pass1	pass2	source_oid
PG-TASAKI2020-0167	TASAKI2020	000167	154	167	§6.1	content	complete	complete	3f71b4c8d7df656d6b0891d660142e4d7a854981
PG-TASAKI2020-0168	TASAKI2020	000168	155	168	§6.1	content	complete	complete	02eb4b9e56d001a4553ca8f01dfa611b91bd991d
PG-TASAKI2020-0169	TASAKI2020	000169	156	169	§6.1	content	complete	complete	4fcaf73600f8d9e130736d75451b748d66baba50
PG-TASAKI2020-0170	TASAKI2020	000170	157	170	§6.1	content	complete	complete	5d9d5ea23f2aa71f51f3df98834c24cf65b8b822
PG-TASAKI2020-0171	TASAKI2020	000171	158	171	§6.1	content	complete	complete	a6ef1870444564a8cc2aa526b8b7860ec9323e37
PG-TASAKI2020-0172	TASAKI2020	000172	159	172	§6.2	content	complete	complete	da0c23406b75e446073cfd13e72556dd1f4d4dea
PG-TASAKI2020-0173	TASAKI2020	000173	160	173	§6.2	content	complete	complete	d92fe2e5d0bcf4c246086c2bf752df4938fa2d97
PG-TASAKI2020-0174	TASAKI2020	000174	161	174	§6.2	content	complete	complete	8ce0aae7ee64f4431bfade7d678d11ed39467ff2
PG-TASAKI2020-0175	TASAKI2020	000175	162	175	§6.2	content	complete	complete	ea3767f8581331bb3b3981fcf1e51f781b31fb61
PG-TASAKI2020-0176	TASAKI2020	000176	163	176	§6.2	content	complete	complete	910c1effa684bf2a7d022b2ec128d203556557b6
PG-TASAKI2020-0177	TASAKI2020	000177	164	177	§6.2	content	complete	complete	500a0219c9f757b28d16beff255948c2b417ce06
PG-TASAKI2020-0178	TASAKI2020	000178	165	178	§6.2	content	complete	complete	57436c324f031a283e17c36fe87b2ca47a919f05
PG-TASAKI2020-0179	TASAKI2020	000179	166	179	§6.2	content	complete	complete	bef22cf83743f6e4065a7aed3dd12b468006e35e
PG-TASAKI2020-0180	TASAKI2020	000180	167	180	§6.3	content	complete	complete	e4e5b93b0adc074758b5bb7f7d95415182fe5825
PG-TASAKI2020-0181	TASAKI2020	000181	168	181	§6.3	content	complete	complete	0af1efa48f0d801bc303c3d7a51c8d81164faa7d
PG-TASAKI2020-0182	TASAKI2020	000182	169	182	§6.3	content	complete	complete	9af195bee192ff7c966eabf1fcd3ed38566ef34a
PG-TASAKI2020-0183	TASAKI2020	000183	170	183	§6.3	content	complete	complete	05bc7050ee21dfafdce9635f1d560e945909e9ba
PG-TASAKI2020-0184	TASAKI2020	000184	171	184	§6.3	content	complete	complete	61e23a20ef26d2e46dc8092b6981a06cbd57e526
PG-TASAKI2020-0185	TASAKI2020	000185	172	185	§6.3	content	complete	complete	eb0272006276a03fa3d69ab72a92d2e216598bcf
PG-TASAKI2020-0186	TASAKI2020	000186	173	186	References	content	complete	complete	96de2d66731f3c2cdd850a1ccf3596066eb02092
PG-TASAKI2020-0187	TASAKI2020	000187	174	187	References	content	complete	complete	3d3760a85a38d2d38b765e7ad1b5019da3286c0b
PG-TASAKI2020-0188	TASAKI2020	000188	175	188	References	content	complete	complete	bf74cd23bd9f8329a52dc08bf3b823eed08e6e99
PG-TASAKI2020-0189	TASAKI2020	000189	177	189	NONE	content	complete	complete	d88ae7991b268ddcd8e81af36834ba66e7b78aa4
PG-TASAKI2020-0190	TASAKI2020	000190	178	190	§7.1.1	content	complete	complete	099d4e1135a417f74d492aa8620581ea8f303912
PG-TASAKI2020-0191	TASAKI2020	000191	179	191	§7.1.1	content	complete	complete	bed904e3aeec0d71c0eab9cf42ff0725e7218694
PG-TASAKI2020-0192	TASAKI2020	000192	180	192	§7.1.1	content	complete	complete	d3ca68aaa2d2a07a079014a89fe9ec9024311fd3
PG-TASAKI2020-0193	TASAKI2020	000193	181	193	§7.1.2	content	complete	complete	334b689cb4697aa2d4891c83dad37555f0aebd52
PG-TASAKI2020-0194	TASAKI2020	000194	182	194	§7.1.2	content	complete	complete	12f90d8fcb941f0ceaf283ce51cc0bef6c108c94
PG-TASAKI2020-0195	TASAKI2020	000195	183	195	§7.1.2	content	complete	complete	8f65df91bbb1f55203caf12c5b9e45d268b8dae2
PG-TASAKI2020-0196	TASAKI2020	000196	184	196	§7.1.2	content	complete	complete	e7d2572ab9c33981834daf99c75ae0bb552df3e9
PG-TASAKI2020-0197	TASAKI2020	000197	185	197	§7.1.2	content	complete	complete	1e9a0d547e33c865ec2eea99319f7d527ac0c629
PG-TASAKI2020-0198	TASAKI2020	000198	186	198	§7.1.2	content	complete	complete	e89d3ba2c811ac25f284800fdbbe138531970307
PG-TASAKI2020-0199	TASAKI2020	000199	187	199	§7.1.3	content	complete	complete	ed509199c3976f80151d8621447d85fc2e8673da
PG-TASAKI2020-0200	TASAKI2020	000200	188	200	§7.1.3	content	complete	complete	2820c24f3531f083f648a39b41a064d2fb9d4d8e
PG-TASAKI2020-0201	TASAKI2020	000201	189	201	§7.1.4	content	complete	complete	1e260f22b3897cdee703e4440f8565ad31d8d104
PG-TASAKI2020-0202	TASAKI2020	000202	190	202	§7.1.4	content	complete	complete	8529f8c848b71d0c34b6d98cea84573495ca543c
PG-TASAKI2020-0203	TASAKI2020	000203	191	203	§7.2	content	complete	complete	6499044cd3dada9f56fb5a0fb075f9ec3f75ded8
PG-TASAKI2020-0204	TASAKI2020	000204	192	204	§7.2.1	content	complete	complete	5ab3a688af88bda3637c199d8f6b0a505b3bb3f0
PG-TASAKI2020-0205	TASAKI2020	000205	193	205	§7.2.1	content	complete	complete	e960254c097f1aca4f41b30a811ea6a453c82d70
PG-TASAKI2020-0206	TASAKI2020	000206	194	206	§7.2.2	content	complete	complete	a6057ed26763ecd4092479a8a04ff4e8c34e47a9
PG-TASAKI2020-0207	TASAKI2020	000207	195	207	§7.2.2	content	complete	complete	ea9c88451f54b66d1fae0e0682f281b8998efddc
PG-TASAKI2020-0208	TASAKI2020	000208	196	208	§7.2.2	content	complete	complete	22936432a3f8a7eebef1a5db1de8c0c8704f7c2c
PG-TASAKI2020-0209	TASAKI2020	000209	197	209	§7.2.2	content	complete	complete	e5fabe2038c461a2589354ae1186099939f1001d
PG-TASAKI2020-0210	TASAKI2020	000210	198	210	§7.2.2	content	complete	complete	ed69f8c0f8605a4a3fb5e4a42eb4e545b58bf497
PG-TASAKI2020-0211	TASAKI2020	000211	199	211	§7.2.2	content	complete	complete	7d7378c96532fc89c6efeacdf815f3e0a0e41af5
PG-TASAKI2020-0212	TASAKI2020	000212	200	212	§7.2.2	content	complete	complete	c55a7d84c8577a607e8f1f16ee3ab71a3b1072eb
PG-TASAKI2020-0213	TASAKI2020	000213	201	213	§7.2.2	content	complete	complete	b95e165777ff61bf3e93814d01bc41282008b14a
PG-TASAKI2020-0214	TASAKI2020	000214	202	214	§7.2.2	content	complete	complete	a95efbe28ad9ed77265af0eb75a531a8470709e6
PG-TASAKI2020-0215	TASAKI2020	000215	203	215	§7.2.2	content	complete	complete	9d2e961b127e462f85d38a7c160008b17ac64729
PG-TASAKI2020-0216	TASAKI2020	000216	204	216	§7.2.2	content	complete	complete	584e1fb7b72d249206294b5d2165d984525f63a1
PG-TASAKI2020-0217	TASAKI2020	000217	205	217	§7.2.2	content	complete	complete	2383110e90678124a864dfd363f365ca48d310dc
PG-TASAKI2020-0218	TASAKI2020	000218	206	218	§7.2.3	content	complete	complete	081eb152f9648a3b95a3f8fb25ee097b8c2c5182
PG-TASAKI2020-0219	TASAKI2020	000219	207	219	§7.2.3	content	complete	complete	baa92655f2912968218910a0122ad0c8226a00aa
PG-TASAKI2020-0220	TASAKI2020	000220	208	220	§7.3	content	complete	complete	c3210c65a2c3f45a80789cddef0bbfa4f04b74dd
PG-TASAKI2020-0221	TASAKI2020	000221	209	221	§7.3.1	content	complete	complete	2553c31be4b414b290eb72e95535987566d16e11
PG-TASAKI2020-0222	TASAKI2020	000222	210	222	§7.3.2	content	complete	complete	bb57a13a5afa2cf39daa2054d22b93b77dbc58ec
PG-TASAKI2020-0223	TASAKI2020	000223	211	223	§7.3.2	content	complete	complete	a2463c23dfb3c4a5eed39c2f2226fb765b4e66ce
PG-TASAKI2020-0224	TASAKI2020	000224	212	224	§7.3.2	content	complete	complete	f298634aa5cb9724e24275f0f1888476f481ac56
PG-TASAKI2020-0225	TASAKI2020	000225	213	225	§7.3.2	content	complete	complete	e7def4db57f1f358c4aa013c60c77586c51410d1
PG-TASAKI2020-0226	TASAKI2020	000226	214	226	§7.3.2	content	complete	complete	7bd8015e543d7272cfae341fe9e95af8fed6a45f
PG-TASAKI2020-0227	TASAKI2020	000227	215	227	§7.3.3	content	complete	complete	c2a943f0e773b6a1385e90396c18547d66a8d264
PG-TASAKI2020-0228	TASAKI2020	000228	216	228	§7.3.3	content	complete	complete	ebc1dbc161daa68bb2b58cc6507c82b6cd726c63
PG-TASAKI2020-0229	TASAKI2020	000229	217	229	§7.3.3	content	complete	complete	530726019fb63385906e7d7c986b5d9c0c423d93
PG-TASAKI2020-0230	TASAKI2020	000230	218	230	§7.3.3	content	complete	complete	ed7285e6ea5535c001c1ce559946d517d8c4d520
PG-TASAKI2020-0231	TASAKI2020	000231	219	231	§7.3.3	content	complete	complete	6736c0332072f92440bf85f658af79e3f85d0304
PG-TASAKI2020-0232	TASAKI2020	000232	220	232	§7.3.3	content	complete	complete	38ff6994e76f88bf1429763c9e3ab93e0b7ec9db
PG-TASAKI2020-0233	TASAKI2020	000233	221	233	References	content	complete	complete	74aa719be04ec54b6103857980b4fcd0b22864cb
PG-TASAKI2020-0234	TASAKI2020	000234	222	234	References	content	complete	complete	4be16ac6b0c3b48cbedfce561cd836eb4adbf082
PG-TASAKI2020-0235	TASAKI2020	000235	223	235	References	content	complete	complete	85c361d43d8148891e66544f028c20dfb6e9be3d
PG-TASAKI2020-0236	TASAKI2020	000236	224	236	References	content	complete	complete	f21d80c7203afc8e79fa3f1f683e686f4db32a12
PG-TASAKI2020-0237	TASAKI2020	000237	225	237	NONE	content	complete	complete	04b9cd143331a9fdbf3b4392f84606a0cdc93801
PG-TASAKI2020-0238	TASAKI2020	000238	226	238	§8.1.1	content	complete	complete	fccccf8f854d34af545dc53e6b55632927de915c
PG-TASAKI2020-0239	TASAKI2020	000239	227	239	§8.1.1	content	complete	complete	35cfeaebf9f6fa2667c551f2e288ca29d0b31bb3
